"","Diff.Funds","Diff.Fed.Funds.Futures","X1","X2","X3","X4","X5","X6","X7"
"1",-0.209999999999999,0.019999999999996,-0.17930333182452,-0.681321381449735,0.394884232727843,0.209389409951197,0.371187444733297,-0.0286782165756805,-0.0435867934181981
"2",0.0399999999999991,-0.239999999999995,-0.40036384562544,0.568119842677005,0.148591081845963,-0.156354478999381,-0.320670856306711,0.106988934614288,-0.113348275112938
"3",-0.0199999999999996,-0.0499999999999972,-0.210874045803167,-0.0193381279630697,0.0493055155785373,0.0595354561427878,-0.148164164037539,-0.119793088553126,-0.277792792196757
"4",-0.0800000000000001,-0.280000000000001,0.231319924950415,0.100187012394502,0.261757615763411,0.0904293817067715,0.143181152293146,-0.0256446645075341,-0.183529549012869
"5",0.109999999999999,-0.219999999999999,0.0369318097953124,-0.0638044446293498,0.101446724357325,-0.0736087148685734,-0.175788463684981,-0.184685769296006,-0.0583003979699836
"6",-0.139999999999999,0.329999999999998,0.0464828175909627,-0.241101142021158,0.0741738093964017,-0.340125824905179,-0.156912261850225,-0.0122467289762441,-0.100823078996155
"7",-0.0199999999999996,0.329999999999998,0.314401606835091,-0.0528978225700983,0.25305360663259,-0.137961264897595,-0.0475983712462067,-0.173718400284093,-0.0210947831648493
"8",0.0699999999999985,0.289999999999992,0.315287321136568,-0.399886647540226,0.136375121222084,-0.252836401758016,-0.197720500882468,0.466642671808068,-0.0790666550170283
"9",-0.0899999999999999,-0.0499999999999972,0.30578668680834,0.099127358176097,0.169031681556937,-0.16712426222839,-0.139754826622999,0.29289108495562,-0.194739918299575
"10",-0.3,0.019999999999996,0.563209255291369,-0.0324904940581608,0.305483870268946,-0.227357260860082,0.139941843094634,0.011368477889484,0.000983508818291942
"11",-0.5,0.180000000000007,0.782408407817195,0.317645101624858,0.463411981515747,0.000262611376113234,0.159005450792945,-0.320485927291042,-0.0181727780840814
"12",-0.399999999999999,0.25,0.519322732544684,0.0429079653357319,0.129548463237093,-0.236252091253337,0.092283297145855,-0.215094969561231,-0.0605084703458015
"13",-0.66,0.590000000000003,0.744815930469558,-0.117988861134331,0.0766512583766467,-0.346988948126512,-0.0350561082364732,0.12228022250212,-0.223413666888291
"14",-0.13,0.349999999999994,0.784948487568048,0.187352364705765,0.142615431141111,-0.131976939859104,-0.199684433145003,-0.667537507018841,0.0472071706389895
"15",-0.21,0.210000000000008,0.514582457054955,0.081591566925686,-0.0548677220327737,0.371113851272672,-0.0609411830854306,-0.101298680159961,-0.409921028685692
"16",-0.13,0,0.355655205581557,-0.178918728314285,-0.170044318478517,-0.0669603798864927,-0.343612352735537,-0.0795569083918734,-0.0350156017984221
"17",0.12,0.299999999999997,0.178695212159764,-0.0603388551620032,-0.219276548287592,-0.11719749617253,-0.504871773551152,0.12433160020159,-0.210733586243026
"18",-0.0800000000000001,-0.0300000000000011,-0.0529690528195287,0.256062487798531,-0.239940037921256,0.189959083256095,-0.314922134119176,0.0975765440807827,-0.1729077602242
"19",-0.16,-0.180000000000007,0.0968416769829689,0.0269446519398455,-0.178505883179955,-0.0148510375803186,-0.198342741217184,-0.16061537247221,0.0410305468265312
"20",-0.21,-0.019999999999996,0.304456940673146,-0.131421446112361,-0.0250335956602806,-0.277394116077844,-0.0554122888754762,-0.119678228901834,0.111956977463962
